Gene,Gene_ID,GO_Descriptions,GO_Categories,In_WCM,WCM_essentiality,Rousset_experimental_essentiality,Lineage_1,Lineage_1_not_WCM,Lineage_1_modeled_in_WCM,Lineage_2,Lineage_2_not_WCM,Lineage_2_modeled_in_WCM,Lineage_3,Lineage_3_not_WCM,Lineage_3_modeled_in_WCM,Lineage_4,Lineage_4_not_WCM,Lineage_4_modeled_in_WCM,Lineage_5,Lineage_5_not_WCM,Lineage_5_modeled_in_WCM,Lineage_6,Lineage_6_not_WCM,Lineage_6_modeled_in_WCM,Lineage_7,Lineage_7_not_WCM,Lineage_7_modeled_in_WCM,Lineage_8,Lineage_8_not_WCM,Lineage_8_modeled_in_WCM,Lineage_9,Lineage_9_not_WCM,Lineage_9_modeled_in_WCM,Lineage_10,Lineage_10_not_WCM,Lineage_10_modeled_in_WCM,Lineage_11,Lineage_11_not_WCM,Lineage_11_modeled_in_WCM,Lineage_12,Lineage_12_not_WCM,Lineage_12_modeled_in_WCM,Lineage_13,Lineage_13_not_WCM,Lineage_13_modeled_in_WCM,Lineage_14,Lineage_14_not_WCM,Lineage_14_modeled_in_WCM,Lineage_15,Lineage_15_not_WCM,Lineage_15_modeled_in_WCM,Lineage_16,Lineage_16_not_WCM,Lineage_16_modeled_in_WCM,Lineage_17,Lineage_17_not_WCM,Lineage_17_modeled_in_WCM,Lineage_18,Lineage_18_not_WCM,Lineage_18_modeled_in_WCM,Lineage_19,Lineage_19_not_WCM,Lineage_19_modeled_in_WCM,Lineage_20,Lineage_20_not_WCM,Lineage_20_modeled_in_WCM,Lineage_22,Lineage_22_not_WCM,Lineage_22_modeled_in_WCM,Lineage_23,Lineage_23_not_WCM,Lineage_23_modeled_in_WCM,Lineage_24,Lineage_24_not_WCM,Lineage_24_modeled_in_WCM,Lineage_25,Lineage_25_not_WCM,Lineage_25_modeled_in_WCM,Lineage_26,Lineage_26_not_WCM,Lineage_26_modeled_in_WCM,Lineage_27,Lineage_27_not_WCM,Lineage_27_modeled_in_WCM,Lineage_28,Lineage_28_not_WCM,Lineage_28_modeled_in_WCM,Lineage_29,Lineage_29_not_WCM,Lineage_29_modeled_in_WCM,Lineage_30,Lineage_30_not_WCM,Lineage_30_modeled_in_WCM,Lineage_31,Lineage_31_not_WCM,Lineage_31_modeled_in_WCM,Lineage_32,Lineage_32_not_WCM,Lineage_32_modeled_in_WCM,Lineage_33,Lineage_33_not_WCM,Lineage_33_modeled_in_WCM,Lineage_34,Lineage_34_not_WCM,Lineage_34_modeled_in_WCM,Lineage_35,Lineage_35_not_WCM,Lineage_35_modeled_in_WCM,Lineage_36,Lineage_36_not_WCM,Lineage_36_modeled_in_WCM,Lineage_37,Lineage_37_not_WCM,Lineage_37_modeled_in_WCM,Lineage_38,Lineage_38_not_WCM,Lineage_38_modeled_in_WCM,Lineage_39,Lineage_39_not_WCM,Lineage_39_modeled_in_WCM,Lineage_40,Lineage_40_not_WCM,Lineage_40_modeled_in_WCM,Lineage_41,Lineage_41_not_WCM,Lineage_41_modeled_in_WCM,Lineage_42,Lineage_42_not_WCM,Lineage_42_modeled_in_WCM,Lineage_44,Lineage_44_not_WCM,Lineage_44_modeled_in_WCM,Lineage_45,Lineage_45_not_WCM,Lineage_45_modeled_in_WCM,Lineage_46,Lineage_46_not_WCM,Lineage_46_modeled_in_WCM,Lineage_47,Lineage_47_not_WCM,Lineage_47_modeled_in_WCM,Lineage_48,Lineage_48_not_WCM,Lineage_48_modeled_in_WCM,Lineage_51,Lineage_51_not_WCM,Lineage_51_modeled_in_WCM,Lineage_1_not_WCM_but_Rousset_essential,Lineage_2_not_WCM_but_Rousset_essential,Lineage_3_not_WCM_but_Rousset_essential,Lineage_4_not_WCM_but_Rousset_essential,Lineage_5_not_WCM_but_Rousset_essential,Lineage_6_not_WCM_but_Rousset_essential,Lineage_7_not_WCM_but_Rousset_essential,Lineage_8_not_WCM_but_Rousset_essential,Lineage_9_not_WCM_but_Rousset_essential,Lineage_10_not_WCM_but_Rousset_essential,Lineage_11_not_WCM_but_Rousset_essential,Lineage_12_not_WCM_but_Rousset_essential,Lineage_13_not_WCM_but_Rousset_essential,Lineage_14_not_WCM_but_Rousset_essential,Lineage_15_not_WCM_but_Rousset_essential,Lineage_16_not_WCM_but_Rousset_essential,Lineage_17_not_WCM_but_Rousset_essential,Lineage_18_not_WCM_but_Rousset_essential,Lineage_19_not_WCM_but_Rousset_essential,Lineage_20_not_WCM_but_Rousset_essential,Lineage_22_not_WCM_but_Rousset_essential,Lineage_23_not_WCM_but_Rousset_essential,Lineage_24_not_WCM_but_Rousset_essential,Lineage_25_not_WCM_but_Rousset_essential,Lineage_26_not_WCM_but_Rousset_essential,Lineage_27_not_WCM_but_Rousset_essential,Lineage_28_not_WCM_but_Rousset_essential,Lineage_29_not_WCM_but_Rousset_essential,Lineage_30_not_WCM_but_Rousset_essential,Lineage_31_not_WCM_but_Rousset_essential,Lineage_32_not_WCM_but_Rousset_essential,Lineage_33_not_WCM_but_Rousset_essential,Lineage_34_not_WCM_but_Rousset_essential,Lineage_35_not_WCM_but_Rousset_essential,Lineage_36_not_WCM_but_Rousset_essential,Lineage_37_not_WCM_but_Rousset_essential,Lineage_38_not_WCM_but_Rousset_essential,Lineage_39_not_WCM_but_Rousset_essential,Lineage_40_not_WCM_but_Rousset_essential,Lineage_41_not_WCM_but_Rousset_essential,Lineage_42_not_WCM_but_Rousset_essential,Lineage_44_not_WCM_but_Rousset_essential,Lineage_45_not_WCM_but_Rousset_essential,Lineage_46_not_WCM_but_Rousset_essential,Lineage_47_not_WCM_but_Rousset_essential,Lineage_48_not_WCM_but_Rousset_essential,Lineage_51_not_WCM_but_Rousset_essential
paaC,G6711,"cytosol; phenylacetate catabolic process; phenylacetyl-CoA 1,2-epoxidase complex; protein binding",biological_process; cellular_component; molecular_function,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paaD,G6712,phenylacetate catabolic process,biological_process,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paaE,G6713,"2 iron, 2 sulfur cluster binding; cytosol; flavin adenine dinucleotide binding; metal ion binding; oxidoreductase activity; phenylacetate catabolic process; phenylacetyl-CoA 1,2-epoxidase complex",biological_process; cellular_component; molecular_function,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paaF,G6714,catalytic activity; catalytic complex; enoyl-CoA hydratase activity; fatty acid beta-oxidation; fatty acid metabolic process; identical protein binding; lyase activity; phenylacetate catabolic process; protein binding,biological_process; cellular_component; molecular_function,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paaG,G6715,catalytic complex; fatty acid beta-oxidation; identical protein binding; isomerase activity; lyase activity; phenylacetate catabolic process; protein binding,biological_process; cellular_component; molecular_function,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paaH,G6716,3-hydroxyacyl-CoA dehydrogenase activity; 3-hydroxybutyryl-CoA dehydrogenase activity; NAD+ binding; catabolic process; fatty acid beta-oxidation; fatty acid metabolic process; oxidoreductase activity; phenylacetate catabolic process,biological_process; molecular_function,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paaI,G6717,acyl-CoA hydrolase activity; hydrolase activity; phenylacetate catabolic process; thiolester hydrolase activity,biological_process; molecular_function,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paaJ,G6718,"3,4-dihydroxybenzoate catabolic process; 3-oxoadipyl-CoA thiolase activity; DNA damage response; acetyl-CoA C-acyltransferase activity; acyltransferase activity; acyltransferase activity, transferring groups other than amino-acyl groups; fatty acid beta-oxidation; phenylacetate catabolic process; small molecule metabolic process; transferase activity",biological_process; molecular_function,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paaK,G6719,"ATP binding; CoA-ligase activity; ligase activity; ligase activity, forming carbon-sulfur bonds; phenylacetate catabolic process; phenylacetate-CoA ligase activity",biological_process; molecular_function,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paaX,G6720,DNA binding; DNA-templated transcription; negative regulation of DNA-templated transcription initiation; phenylacetate catabolic process; protein binding; transcription cis-regulatory region binding,biological_process; molecular_function,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paaZ,G6708,"enoyl-CoA hydratase activity; ether hydrolase activity; hydrolase activity; hydrolase activity, acting on acid carbon-carbon bonds, in ketonic substances; identical protein binding; lyase activity; oxidoreductase activity; oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor; oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor; phenylacetate catabolic process",biological_process; molecular_function,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pabA,EG10682,4-amino-4-deoxychorismate synthase activity; 4-aminobenzoate biosynthetic process; amino acid biosynthetic process; aminodeoxychorismate synthase complex; anthranilate synthase activity; aromatic amino acid family biosynthetic process; folic acid biosynthetic process; protein heterodimerization activity; tetrahydrofolate biosynthetic process; transferase activity,biological_process; cellular_component; molecular_function,1.0,0.0,0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
